ordinal;breakdown;lane;rank;heat;points;scoredisplay;time;workoutrank;competitorid;Number of Records
11;;0;CUT;0;0;;;CUT;308712;1
12;;0;CUT;0;0;;;CUT;308712;1
1;-11 pts;27;86;1;-11;CAP+11;CAP+11;86;434258;1
2;;0;CUT;0;0;;;CUT;434258;1
3;;0;CUT;0;0;;;CUT;434258;1
4;;0;CUT;0;0;;;CUT;434258;1
5;;0;CUT;0;0;;;CUT;434258;1
6;;0;CUT;0;0;;;CUT;434258;1
7;;0;CUT;0;0;;;CUT;434258;1
8;;0;CUT;0;0;;;CUT;434258;1
9;;0;CUT;0;0;;;CUT;434258;1
10;;0;CUT;0;0;;;CUT;434258;1
11;;0;CUT;0;0;;;CUT;434258;1
12;;0;CUT;0;0;;;CUT;434258;1
1;-12 pts;30;87;1;-12;CAP+11;CAP+11;87;345700;1
2;;0;CUT;0;0;;;CUT;345700;1
3;;0;CUT;0;0;;;CUT;345700;1
4;;0;CUT;0;0;;;CUT;345700;1
5;;0;CUT;0;0;;;CUT;345700;1
6;;0;CUT;0;0;;;CUT;345700;1
7;;0;CUT;0;0;;;CUT;345700;1
8;;0;CUT;0;0;;;CUT;345700;1
9;;0;CUT;0;0;;;CUT;345700;1
10;;0;CUT;0;0;;;CUT;345700;1
11;;0;CUT;0;0;;;CUT;345700;1
12;;0;CUT;0;0;;;CUT;345700;1
1;-13 pts;19;88;3;-13;CAP+11;CAP+11;88;247005;1
2;;0;CUT;0;0;;;CUT;247005;1
3;;0;CUT;0;0;;;CUT;247005;1
4;;0;CUT;0;0;;;CUT;247005;1
5;;0;CUT;0;0;;;CUT;247005;1
6;;0;CUT;0;0;;;CUT;247005;1
7;;0;CUT;0;0;;;CUT;247005;1
8;;0;CUT;0;0;;;CUT;247005;1
9;;0;CUT;0;0;;;CUT;247005;1
10;;0;CUT;0;0;;;CUT;247005;1
11;;0;CUT;0;0;;;CUT;247005;1
12;;0;CUT;0;0;;;CUT;247005;1
1;-14 pts;9;89;1;-14;CAP+11;CAP+11;89;1721;1
2;;0;CUT;0;0;;;CUT;1721;1
3;;0;CUT;0;0;;;CUT;1721;1
4;;0;CUT;0;0;;;CUT;1721;1
5;;0;CUT;0;0;;;CUT;1721;1
6;;0;CUT;0;0;;;CUT;1721;1
7;;0;CUT;0;0;;;CUT;1721;1
8;;0;CUT;0;0;;;CUT;1721;1
9;;0;CUT;0;0;;;CUT;1721;1
10;;0;CUT;0;0;;;CUT;1721;1
11;;0;CUT;0;0;;;CUT;1721;1
12;;0;CUT;0;0;;;CUT;1721;1
1;-15 pts;20;90;3;-15;CAP+11;CAP+11;90;755342;1
2;;0;CUT;0;0;;;CUT;755342;1
3;;0;CUT;0;0;;;CUT;755342;1
4;;0;CUT;0;0;;;CUT;755342;1
5;;0;CUT;0;0;;;CUT;755342;1
6;;0;CUT;0;0;;;CUT;755342;1
7;;0;CUT;0;0;;;CUT;755342;1
8;;0;CUT;0;0;;;CUT;755342;1
9;;0;CUT;0;0;;;CUT;755342;1
10;;0;CUT;0;0;;;CUT;755342;1
11;;0;CUT;0;0;;;CUT;755342;1
12;;0;CUT;0;0;;;CUT;755342;1
1;-16 pts;16;91;1;-16;CAP+12;CAP+12;91;733576;1
2;;0;CUT;0;0;;;CUT;733576;1
3;;0;CUT;0;0;;;CUT;733576;1
4;;0;CUT;0;0;;;CUT;733576;1
5;;0;CUT;0;0;;;CUT;733576;1
6;;0;CUT;0;0;;;CUT;733576;1
7;;0;CUT;0;0;;;CUT;733576;1
8;;0;CUT;0;0;;;CUT;733576;1
9;;0;CUT;0;0;;;CUT;733576;1
10;;0;CUT;0;0;;;CUT;733576;1
11;;0;CUT;0;0;;;CUT;733576;1
12;;0;CUT;0;0;;;CUT;733576;1
1;-17 pts;3;92;2;-17;CAP+14;CAP+14;92;658408;1
2;;0;CUT;0;0;;;CUT;658408;1
3;;0;CUT;0;0;;;CUT;658408;1
4;;0;CUT;0;0;;;CUT;658408;1
5;;0;CUT;0;0;;;CUT;658408;1
6;;0;CUT;0;0;;;CUT;658408;1
7;;0;CUT;0;0;;;CUT;658408;1
8;;0;CUT;0;0;;;CUT;658408;1
9;;0;CUT;0;0;;;CUT;658408;1
10;;0;CUT;0;0;;;CUT;658408;1
11;;0;CUT;0;0;;;CUT;658408;1
12;;0;CUT;0;0;;;CUT;658408;1
1;-18 pts;7;93;2;-18;CAP+14;CAP+14;93;326958;1
2;;0;CUT;0;0;;;CUT;326958;1
3;;0;CUT;0;0;;;CUT;326958;1
4;;0;CUT;0;0;;;CUT;326958;1
5;;0;CUT;0;0;;;CUT;326958;1
6;;0;CUT;0;0;;;CUT;326958;1
7;;0;CUT;0;0;;;CUT;326958;1
8;;0;CUT;0;0;;;CUT;326958;1
9;;0;CUT;0;0;;;CUT;326958;1
10;;0;CUT;0;0;;;CUT;326958;1
11;;0;CUT;0;0;;;CUT;326958;1
12;;0;CUT;0;0;;;CUT;326958;1
1;-19 pts;39;94;3;-19;CAP+14;CAP+14;94;179080;1
2;;0;CUT;0;0;;;CUT;179080;1
3;;0;CUT;0;0;;;CUT;179080;1
4;;0;CUT;0;0;;;CUT;179080;1
5;;0;CUT;0;0;;;CUT;179080;1
6;;0;CUT;0;0;;;CUT;179080;1
7;;0;CUT;0;0;;;CUT;179080;1
8;;0;CUT;0;0;;;CUT;179080;1
9;;0;CUT;0;0;;;CUT;179080;1
10;;0;CUT;0;0;;;CUT;179080;1
11;;0;CUT;0;0;;;CUT;179080;1
12;;0;CUT;0;0;;;CUT;179080;1
1;-20 pts;2;95;1;-20;CAP+15;CAP+15;95;9839;1
2;;0;CUT;0;0;;;CUT;9839;1
3;;0;CUT;0;0;;;CUT;9839;1
4;;0;CUT;0;0;;;CUT;9839;1
5;;0;CUT;0;0;;;CUT;9839;1
6;;0;CUT;0;0;;;CUT;9839;1
7;;0;CUT;0;0;;;CUT;9839;1
8;;0;CUT;0;0;;;CUT;9839;1
9;;0;CUT;0;0;;;CUT;9839;1
10;;0;CUT;0;0;;;CUT;9839;1
11;;0;CUT;0;0;;;CUT;9839;1
12;;0;CUT;0;0;;;CUT;9839;1
1;-21 pts;10;96;1;-21;CAP+16;CAP+16;96;595818;1
2;;0;CUT;0;0;;;CUT;595818;1
3;;0;CUT;0;0;;;CUT;595818;1
4;;0;CUT;0;0;;;CUT;595818;1
5;;0;CUT;0;0;;;CUT;595818;1
6;;0;CUT;0;0;;;CUT;595818;1
7;;0;CUT;0;0;;;CUT;595818;1
8;;0;CUT;0;0;;;CUT;595818;1
9;;0;CUT;0;0;;;CUT;595818;1
10;;0;CUT;0;0;;;CUT;595818;1
11;;0;CUT;0;0;;;CUT;595818;1
12;;0;CUT;0;0;;;CUT;595818;1
1;-22 pts;33;97;1;-22;CAP+17;CAP+17;97;1402559;1
2;;0;CUT;0;0;;;CUT;1402559;1
3;;0;CUT;0;0;;;CUT;1402559;1
4;;0;CUT;0;0;;;CUT;1402559;1
5;;0;CUT;0;0;;;CUT;1402559;1
6;;0;CUT;0;0;;;CUT;1402559;1
7;;0;CUT;0;0;;;CUT;1402559;1
8;;0;CUT;0;0;;;CUT;1402559;1
9;;0;CUT;0;0;;;CUT;1402559;1
10;;0;CUT;0;0;;;CUT;1402559;1
11;;0;CUT;0;0;;;CUT;1402559;1
12;;0;CUT;0;0;;;CUT;1402559;1
1;-23 pts;37;98;1;-23;CAP+18;CAP+18;98;34025;1
2;;0;CUT;0;0;;;CUT;34025;1
3;;0;CUT;0;0;;;CUT;34025;1
4;;0;CUT;0;0;;;CUT;34025;1
5;;0;CUT;0;0;;;CUT;34025;1
6;;0;CUT;0;0;;;CUT;34025;1
7;;0;CUT;0;0;;;CUT;34025;1
8;;0;CUT;0;0;;;CUT;34025;1
9;;0;CUT;0;0;;;CUT;34025;1
10;;0;CUT;0;0;;;CUT;34025;1
11;;0;CUT;0;0;;;CUT;34025;1
12;;0;CUT;0;0;;;CUT;34025;1
1;-24 pts;31;99;1;-24;CAP+18;CAP+18;99;297397;1
2;;0;CUT;0;0;;;CUT;297397;1
3;;0;CUT;0;0;;;CUT;297397;1
4;;0;CUT;0;0;;;CUT;297397;1
5;;4;CUT;1;0;;;CUT;297397;1
6;;0;CUT;0;0;;;CUT;297397;1
7;;0;CUT;0;0;;;CUT;297397;1
8;;0;CUT;0;0;;;CUT;297397;1
9;;0;CUT;0;0;;;CUT;297397;1
10;;0;CUT;0;0;;;CUT;297397;1
11;;0;CUT;0;0;;;CUT;297397;1
12;;0;CUT;0;0;;;CUT;297397;1
1;-25 pts;33;100;3;-25;CAP+19;CAP+19;100;571999;1
2;;0;CUT;0;0;;;CUT;571999;1
3;;0;CUT;0;0;;;CUT;571999;1
4;;0;CUT;0;0;;;CUT;571999;1
5;;0;CUT;0;0;;;CUT;571999;1
6;;0;CUT;0;0;;;CUT;571999;1
7;;0;CUT;0;0;;;CUT;571999;1
8;;0;CUT;0;0;;;CUT;571999;1
9;;0;CUT;0;0;;;CUT;571999;1
10;;0;CUT;0;0;;;CUT;571999;1
11;;0;CUT;0;0;;;CUT;571999;1
12;;0;CUT;0;0;;;CUT;571999;1
1;-26 pts;9;101;2;-26;CAP+19;CAP+19;101;458360;1
2;;0;CUT;0;0;;;CUT;458360;1
3;;0;CUT;0;0;;;CUT;458360;1
4;;0;CUT;0;0;;;CUT;458360;1
5;;0;CUT;0;0;;;CUT;458360;1
6;;0;CUT;0;0;;;CUT;458360;1
7;;0;CUT;0;0;;;CUT;458360;1
8;;0;CUT;0;0;;;CUT;458360;1
9;;0;CUT;0;0;;;CUT;458360;1
10;;0;CUT;0;0;;;CUT;458360;1
11;;0;CUT;0;0;;;CUT;458360;1
12;;0;CUT;0;0;;;CUT;458360;1
1;-27 pts;50;102;2;-27;CAP+19;CAP+19;102;907105;1
2;;0;CUT;0;0;;;CUT;907105;1
3;;0;CUT;0;0;;;CUT;907105;1
4;;0;CUT;0;0;;;CUT;907105;1
5;;0;CUT;0;0;;;CUT;907105;1
6;;0;CUT;0;0;;;CUT;907105;1
7;;0;CUT;0;0;;;CUT;907105;1
8;;0;CUT;0;0;;;CUT;907105;1
9;;0;CUT;0;0;;;CUT;907105;1
10;;0;CUT;0;0;;;CUT;907105;1
11;;0;CUT;0;0;;;CUT;907105;1
12;;0;CUT;0;0;;;CUT;907105;1
1;-28 pts;12;103;2;-28;CAP+19;CAP+19;103;675164;1
2;;0;CUT;0;0;;;CUT;675164;1
3;;0;CUT;0;0;;;CUT;675164;1
4;;0;CUT;0;0;;;CUT;675164;1
5;;0;CUT;0;0;;;CUT;675164;1
6;;0;CUT;0;0;;;CUT;675164;1
7;;0;CUT;0;0;;;CUT;675164;1
8;;0;CUT;0;0;;;CUT;675164;1
9;;0;CUT;0;0;;;CUT;675164;1
10;;0;CUT;0;0;;;CUT;675164;1
11;;0;CUT;0;0;;;CUT;675164;1
12;;0;CUT;0;0;;;CUT;675164;1
1;-29 pts;13;104;1;-29;CAP+19;CAP+19;104;25613;1
2;;0;CUT;0;0;;;CUT;25613;1
3;;0;CUT;0;0;;;CUT;25613;1
4;;0;CUT;0;0;;;CUT;25613;1
5;;0;CUT;0;0;;;CUT;25613;1
6;;0;CUT;0;0;;;CUT;25613;1
7;;0;CUT;0;0;;;CUT;25613;1
8;;0;CUT;0;0;;;CUT;25613;1
9;;0;CUT;0;0;;;CUT;25613;1
10;;0;CUT;0;0;;;CUT;25613;1
11;;0;CUT;0;0;;;CUT;25613;1
12;;0;CUT;0;0;;;CUT;25613;1
1;-30 pts;12;105;1;-30;CAP+19;CAP+19;105;495051;1
2;;0;CUT;0;0;;;CUT;495051;1
3;;0;CUT;0;0;;;CUT;495051;1
4;;0;CUT;0;0;;;CUT;495051;1
5;;0;CUT;0;0;;;CUT;495051;1
6;;0;CUT;0;0;;;CUT;495051;1
7;;0;CUT;0;0;;;CUT;495051;1
8;;0;CUT;0;0;;;CUT;495051;1
9;;0;CUT;0;0;;;CUT;495051;1
10;;0;CUT;0;0;;;CUT;495051;1
11;;0;CUT;0;0;;;CUT;495051;1
12;;0;CUT;0;0;;;CUT;495051;1
1;-31 pts;18;106;3;-31;CAP+19;CAP+19;106;337194;1
2;;0;CUT;0;0;;;CUT;337194;1
3;;0;CUT;0;0;;;CUT;337194;1
4;;0;CUT;0;0;;;CUT;337194;1
5;;0;CUT;0;0;;;CUT;337194;1
6;;0;CUT;0;0;;;CUT;337194;1
7;;0;CUT;0;0;;;CUT;337194;1
8;;0;CUT;0;0;;;CUT;337194;1
9;;0;CUT;0;0;;;CUT;337194;1
10;;0;CUT;0;0;;;CUT;337194;1
11;;0;CUT;0;0;;;CUT;337194;1
12;;0;CUT;0;0;;;CUT;337194;1
1;-32 pts;40;107;3;-32;CAP+20;CAP+20;107;20698;1
2;;0;CUT;0;0;;;CUT;20698;1
3;;0;CUT;0;0;;;CUT;20698;1
4;;0;CUT;0;0;;;CUT;20698;1
5;;0;CUT;0;0;;;CUT;20698;1
6;;0;CUT;0;0;;;CUT;20698;1
7;;0;CUT;0;0;;;CUT;20698;1
8;;0;CUT;0;0;;;CUT;20698;1
9;;0;CUT;0;0;;;CUT;20698;1
10;;0;CUT;0;0;;;CUT;20698;1
11;;0;CUT;0;0;;;CUT;20698;1
12;;0;CUT;0;0;;;CUT;20698;1
1;-33 pts;34;108;2;-33;CAP+20;CAP+20;108;278578;1
2;;0;CUT;0;0;;;CUT;278578;1
3;;0;CUT;0;0;;;CUT;278578;1
4;;0;CUT;0;0;;;CUT;278578;1
5;;0;CUT;0;0;;;CUT;278578;1
6;;0;CUT;0;0;;;CUT;278578;1
7;;0;CUT;0;0;;;CUT;278578;1
8;;0;CUT;0;0;;;CUT;278578;1
9;;0;CUT;0;0;;;CUT;278578;1
10;;0;CUT;0;0;;;CUT;278578;1
11;;0;CUT;0;0;;;CUT;278578;1
12;;0;CUT;0;0;;;CUT;278578;1
1;-34 pts;34;109;1;-34;CAP+20;CAP+20;109;227027;1
2;;0;CUT;0;0;;;CUT;227027;1
3;;0;CUT;0;0;;;CUT;227027;1
4;;0;CUT;0;0;;;CUT;227027;1
5;;0;CUT;0;0;;;CUT;227027;1
6;;0;CUT;0;0;;;CUT;227027;1
7;;0;CUT;0;0;;;CUT;227027;1
8;;0;CUT;0;0;;;CUT;227027;1
9;;0;CUT;0;0;;;CUT;227027;1
10;;0;CUT;0;0;;;CUT;227027;1
11;;0;CUT;0;0;;;CUT;227027;1
12;;0;CUT;0;0;;;CUT;227027;1
1;-35 pts;17;110;1;-35;CAP+21;CAP+21;110;32083;1
2;;0;CUT;0;0;;;CUT;32083;1
3;;0;CUT;0;0;;;CUT;32083;1
4;;0;CUT;0;0;;;CUT;32083;1
5;;0;CUT;0;0;;;CUT;32083;1
6;;0;CUT;0;0;;;CUT;32083;1
7;;0;CUT;0;0;;;CUT;32083;1
8;;0;CUT;0;0;;;CUT;32083;1
9;;0;CUT;0;0;;;CUT;32083;1
10;;0;CUT;0;0;;;CUT;32083;1
11;;0;CUT;0;0;;;CUT;32083;1
12;;0;CUT;0;0;;;CUT;32083;1
1;-36 pts;44;111;1;-36;CAP+22;CAP+22;111;916290;1
2;;0;CUT;0;0;;;CUT;916290;1
3;;0;CUT;0;0;;;CUT;916290;1
4;;0;CUT;0;0;;;CUT;916290;1
5;;0;CUT;0;0;;;CUT;916290;1
6;;0;CUT;0;0;;;CUT;916290;1
7;;0;CUT;0;0;;;CUT;916290;1
8;;0;CUT;0;0;;;CUT;916290;1
9;;0;CUT;0;0;;;CUT;916290;1
10;;0;CUT;0;0;;;CUT;916290;1
11;;0;CUT;0;0;;;CUT;916290;1
12;;0;CUT;0;0;;;CUT;916290;1
1;-37 pts;11;112;1;-37;CAP+22;CAP+22;112;683301;1
2;;0;CUT;0;0;;;CUT;683301;1
3;;0;CUT;0;0;;;CUT;683301;1
4;;0;CUT;0;0;;;CUT;683301;1
5;;0;CUT;0;0;;;CUT;683301;1
6;;0;CUT;0;0;;;CUT;683301;1
7;;0;CUT;0;0;;;CUT;683301;1
8;;0;CUT;0;0;;;CUT;683301;1
9;;0;CUT;0;0;;;CUT;683301;1
10;;0;CUT;0;0;;;CUT;683301;1
11;;0;CUT;0;0;;;CUT;683301;1
12;;0;CUT;0;0;;;CUT;683301;1
1;-38 pts;19;113;1;-38;CAP+24;CAP+24;113;523439;1
2;;0;CUT;0;0;;;CUT;523439;1
3;;0;CUT;0;0;;;CUT;523439;1
4;;0;CUT;0;0;;;CUT;523439;1
5;;0;CUT;0;0;;;CUT;523439;1
6;;0;CUT;0;0;;;CUT;523439;1
7;;0;CUT;0;0;;;CUT;523439;1
8;;0;CUT;0;0;;;CUT;523439;1
9;;0;CUT;0;0;;;CUT;523439;1
10;;0;CUT;0;0;;;CUT;523439;1
11;;0;CUT;0;0;;;CUT;523439;1
12;;0;CUT;0;0;;;CUT;523439;1
1;-39 pts;39;114;1;-39;CAP+25;CAP+25;114;639107;1
2;;0;CUT;0;0;;;CUT;639107;1
3;;0;CUT;0;0;;;CUT;639107;1
4;;0;CUT;0;0;;;CUT;639107;1
5;;0;CUT;0;0;;;CUT;639107;1
6;;0;CUT;0;0;;;CUT;639107;1
7;;0;CUT;0;0;;;CUT;639107;1
8;;0;CUT;0;0;;;CUT;639107;1
9;;0;CUT;0;0;;;CUT;639107;1
10;;0;CUT;0;0;;;CUT;639107;1
11;;0;CUT;0;0;;;CUT;639107;1
12;;0;CUT;0;0;;;CUT;639107;1
1;-40 pts;48;115;2;-40;CAP+25;CAP+25;115;915210;1
2;;0;CUT;0;0;;;CUT;915210;1
3;;0;CUT;0;0;;;CUT;915210;1
4;;0;CUT;0;0;;;CUT;915210;1
5;;0;CUT;0;0;;;CUT;915210;1
6;;0;CUT;0;0;;;CUT;915210;1
7;;0;CUT;0;0;;;CUT;915210;1
8;;0;CUT;0;0;;;CUT;915210;1
9;;0;CUT;0;0;;;CUT;915210;1
10;;0;CUT;0;0;;;CUT;915210;1
11;;0;CUT;0;0;;;CUT;915210;1
12;;0;CUT;0;0;;;CUT;915210;1
1;-41 pts;40;116;1;-41;CAP+26;CAP+26;116;1129621;1
2;;0;CUT;0;0;;;CUT;1129621;1
3;;0;CUT;0;0;;;CUT;1129621;1
4;;0;CUT;0;0;;;CUT;1129621;1
5;;0;CUT;0;0;;;CUT;1129621;1
6;;0;CUT;0;0;;;CUT;1129621;1
7;;0;CUT;0;0;;;CUT;1129621;1
8;;0;CUT;0;0;;;CUT;1129621;1
9;;0;CUT;0;0;;;CUT;1129621;1
10;;0;CUT;0;0;;;CUT;1129621;1
11;;0;CUT;0;0;;;CUT;1129621;1
12;;0;CUT;0;0;;;CUT;1129621;1
1;-42 pts;3;117;1;-42;CAP+27;CAP+27;117;921544;1
2;;0;CUT;0;0;;;CUT;921544;1
3;;0;CUT;0;0;;;CUT;921544;1
4;;0;CUT;0;0;;;CUT;921544;1
5;;3;CUT;1;0;;;CUT;921544;1
6;;0;CUT;0;0;;;CUT;921544;1
7;;0;CUT;0;0;;;CUT;921544;1
8;;0;CUT;0;0;;;CUT;921544;1
9;;0;CUT;0;0;;;CUT;921544;1
10;;0;CUT;0;0;;;CUT;921544;1
11;;0;CUT;0;0;;;CUT;921544;1
12;;0;CUT;0;0;;;CUT;921544;1
1;-43 pts;38;118;1;-43;CAP+30;CAP+30;118;722854;1
2;;0;CUT;0;0;;;CUT;722854;1
3;;0;CUT;0;0;;;CUT;722854;1
4;;0;CUT;0;0;;;CUT;722854;1
5;;0;CUT;0;0;;;CUT;722854;1
6;;0;CUT;0;0;;;CUT;722854;1
7;;0;CUT;0;0;;;CUT;722854;1
8;;0;CUT;0;0;;;CUT;722854;1
9;;0;CUT;0;0;;;CUT;722854;1
10;;0;CUT;0;0;;;CUT;722854;1
11;;0;CUT;0;0;;;CUT;722854;1
12;;0;CUT;0;0;;;CUT;722854;1
1;-44 pts;43;119;2;-44;CAP+30;CAP+30;119;781908;1
2;;0;CUT;0;0;;;CUT;781908;1
3;;0;CUT;0;0;;;CUT;781908;1
4;;0;CUT;0;0;;;CUT;781908;1
5;;0;CUT;0;0;;;CUT;781908;1
6;;0;CUT;0;0;;;CUT;781908;1
7;;0;CUT;0;0;;;CUT;781908;1
8;;0;CUT;0;0;;;CUT;781908;1
9;;0;CUT;0;0;;;CUT;781908;1
10;;0;CUT;0;0;;;CUT;781908;1
11;;0;CUT;0;0;;;CUT;781908;1
12;;0;CUT;0;0;;;CUT;781908;1
1;-45 pts;42;120;1;-45;CAP+30;CAP+30;120;352604;1
2;;0;CUT;0;0;;;CUT;352604;1
3;;0;CUT;0;0;;;CUT;352604;1
4;;0;CUT;0;0;;;CUT;352604;1
5;;0;CUT;0;0;;;CUT;352604;1
6;;0;CUT;0;0;;;CUT;352604;1
7;;0;CUT;0;0;;;CUT;352604;1
8;;0;CUT;0;0;;;CUT;352604;1
9;;0;CUT;0;0;;;CUT;352604;1
10;;0;CUT;0;0;;;CUT;352604;1
11;;0;CUT;0;0;;;CUT;352604;1
12;;0;CUT;0;0;;;CUT;352604;1
1;-46 pts;17;121;2;-46;CAP+30;CAP+30;121;327773;1
2;;0;CUT;0;0;;;CUT;327773;1
3;;0;CUT;0;0;;;CUT;327773;1
4;;0;CUT;0;0;;;CUT;327773;1
5;;0;CUT;0;0;;;CUT;327773;1
6;;0;CUT;0;0;;;CUT;327773;1
7;;0;CUT;0;0;;;CUT;327773;1
8;;0;CUT;0;0;;;CUT;327773;1
9;;0;CUT;0;0;;;CUT;327773;1
10;;0;CUT;0;0;;;CUT;327773;1
11;;0;CUT;0;0;;;CUT;327773;1
12;;0;CUT;0;0;;;CUT;327773;1
1;-47 pts;15;122;1;-47;CAP+30;CAP+30;122;848265;1
2;;0;CUT;0;0;;;CUT;848265;1
3;;0;CUT;0;0;;;CUT;848265;1
4;;0;CUT;0;0;;;CUT;848265;1
5;;0;CUT;0;0;;;CUT;848265;1
6;;0;CUT;0;0;;;CUT;848265;1
7;;0;CUT;0;0;;;CUT;848265;1
8;;0;CUT;0;0;;;CUT;848265;1
9;;0;CUT;0;0;;;CUT;848265;1
10;;0;CUT;0;0;;;CUT;848265;1
11;;0;CUT;0;0;;;CUT;848265;1
12;;0;CUT;0;0;;;CUT;848265;1
1;-48 pts;46;123;1;-48;CAP+30;CAP+30;123;235246;1
2;;0;CUT;0;0;;;CUT;235246;1
3;;0;CUT;0;0;;;CUT;235246;1
4;;0;CUT;0;0;;;CUT;235246;1
5;;0;CUT;0;0;;;CUT;235246;1
6;;0;CUT;0;0;;;CUT;235246;1
7;;0;CUT;0;0;;;CUT;235246;1
8;;0;CUT;0;0;;;CUT;235246;1
9;;0;CUT;0;0;;;CUT;235246;1
10;;0;CUT;0;0;;;CUT;235246;1
11;;0;CUT;0;0;;;CUT;235246;1
12;;0;CUT;0;0;;;CUT;235246;1
1;-49 pts;41;124;1;-49;CAP+30;CAP+30;124;644351;1
2;;0;CUT;0;0;;;CUT;644351;1
3;;0;CUT;0;0;;;CUT;644351;1
4;;0;CUT;0;0;;;CUT;644351;1
5;;0;CUT;0;0;;;CUT;644351;1
6;;0;CUT;0;0;;;CUT;644351;1
7;;0;CUT;0;0;;;CUT;644351;1
8;;0;CUT;0;0;;;CUT;644351;1
9;;0;CUT;0;0;;;CUT;644351;1
10;;0;CUT;0;0;;;CUT;644351;1
11;;0;CUT;0;0;;;CUT;644351;1
12;;0;CUT;0;0;;;CUT;644351;1
1;-50 pts;6;125;1;-50;CAP+31;CAP+31;125;54259;1
2;;0;CUT;0;0;;;CUT;54259;1
3;;0;CUT;0;0;;;CUT;54259;1
4;;0;CUT;0;0;;;CUT;54259;1
5;;0;CUT;0;0;;;CUT;54259;1
6;;0;CUT;0;0;;;CUT;54259;1
7;;0;CUT;0;0;;;CUT;54259;1
8;;0;CUT;0;0;;;CUT;54259;1
9;;0;CUT;0;0;;;CUT;54259;1
10;;0;CUT;0;0;;;CUT;54259;1
11;;0;CUT;0;0;;;CUT;54259;1
12;;0;CUT;0;0;;;CUT;54259;1
1;-51 pts;6;126;2;-51;CAP+31;CAP+31;126;296529;1
2;;0;CUT;0;0;;;CUT;296529;1
3;;0;CUT;0;0;;;CUT;296529;1
4;;0;CUT;0;0;;;CUT;296529;1
5;;0;CUT;0;0;;;CUT;296529;1
6;;0;CUT;0;0;;;CUT;296529;1
7;;0;CUT;0;0;;;CUT;296529;1
8;;0;CUT;0;0;;;CUT;296529;1
9;;0;CUT;0;0;;;CUT;296529;1
10;;0;CUT;0;0;;;CUT;296529;1
11;;0;CUT;0;0;;;CUT;296529;1
12;;0;CUT;0;0;;;CUT;296529;1
1;-52 pts;48;127;1;-52;CAP+33;CAP+33;127;1523543;1
2;;0;CUT;0;0;;;CUT;1523543;1
3;;0;CUT;0;0;;;CUT;1523543;1
4;;0;CUT;0;0;;;CUT;1523543;1
5;;0;CUT;0;0;;;CUT;1523543;1
6;;0;CUT;0;0;;;CUT;1523543;1
7;;0;CUT;0;0;;;CUT;1523543;1
8;;0;CUT;0;0;;;CUT;1523543;1
9;;0;CUT;0;0;;;CUT;1523543;1
10;;0;CUT;0;0;;;CUT;1523543;1
11;;0;CUT;0;0;;;CUT;1523543;1
12;;0;CUT;0;0;;;CUT;1523543;1
1;-53 pts;24;128;2;-53;CAP+40;CAP+40;128;544958;1
2;;0;CUT;0;0;;;CUT;544958;1
3;;0;CUT;0;0;;;CUT;544958;1
4;;0;CUT;0;0;;;CUT;544958;1
5;;0;CUT;0;0;;;CUT;544958;1
6;;0;CUT;0;0;;;CUT;544958;1
7;;0;CUT;0;0;;;CUT;544958;1
8;;0;CUT;0;0;;;CUT;544958;1
9;;0;CUT;0;0;;;CUT;544958;1
10;;0;CUT;0;0;;;CUT;544958;1
11;;0;CUT;0;0;;;CUT;544958;1
12;;0;CUT;0;0;;;CUT;544958;1
1;-54 pts;49;129;1;-54;CAP+40;CAP+40;129;1223806;1
2;;0;CUT;0;0;;;CUT;1223806;1
3;;0;CUT;0;0;;;CUT;1223806;1
4;;0;CUT;0;0;;;CUT;1223806;1
5;;0;CUT;0;0;;;CUT;1223806;1
6;;0;CUT;0;0;;;CUT;1223806;1
7;;0;CUT;0;0;;;CUT;1223806;1
8;;0;CUT;0;0;;;CUT;1223806;1
9;;0;CUT;0;0;;;CUT;1223806;1
10;;0;CUT;0;0;;;CUT;1223806;1
11;;0;CUT;0;0;;;CUT;1223806;1
12;;0;CUT;0;0;;;CUT;1223806;1
1;-55 pts;5;130;1;-55;CAP+40;CAP+40;130;574502;1
2;;0;CUT;0;0;;;CUT;574502;1
3;;0;CUT;0;0;;;CUT;574502;1
4;;0;CUT;0;0;;;CUT;574502;1
5;;0;CUT;0;0;;;CUT;574502;1
6;;0;CUT;0;0;;;CUT;574502;1
7;;0;CUT;0;0;;;CUT;574502;1
8;;0;CUT;0;0;;;CUT;574502;1
9;;0;CUT;0;0;;;CUT;574502;1
10;;0;CUT;0;0;;;CUT;574502;1
11;;0;CUT;0;0;;;CUT;574502;1
12;;0;CUT;0;0;;;CUT;574502;1
1;-56 pts;50;131;1;-56;CAP+40;CAP+40;131;851037;1
2;;0;CUT;0;0;;;CUT;851037;1
3;;0;CUT;0;0;;;CUT;851037;1
4;;0;CUT;0;0;;;CUT;851037;1
5;;0;CUT;0;0;;;CUT;851037;1
6;;0;CUT;0;0;;;CUT;851037;1
7;;0;CUT;0;0;;;CUT;851037;1
8;;0;CUT;0;0;;;CUT;851037;1
9;;0;CUT;0;0;;;CUT;851037;1
10;;0;CUT;0;0;;;CUT;851037;1
11;;0;CUT;0;0;;;CUT;851037;1
12;;0;CUT;0;0;;;CUT;851037;1
1;-57 pts;45;132;1;-57;CAP+40;CAP+40;132;555634;1
